"Points:0","Points:1","Points:2"
0.773533,-0.15036,-0.615661
0.762524,-0.238297,-0.53514
0.720493,-0.198017,-0.495464
0.701836,-0.12261,-0.487874
0.68322,-0.0862952,-0.46911
0.664936,-0.052722,-0.449594
0.643836,-0.037182,-0.431746
