"Points:0","Points:1","Points:2"
0.915462,0.096219,0.390731
0.878044,0.0835353,0.376558
0.845767,0.078091,0.364735
0.79288,0.115123,0.40059
0.764205,0.0853637,0.407307
0.744406,0.0328778,0.376397
0.756379,-0.131074,0.347711
0.719258,-0.233327,0.275273
0.684014,-0.24385,0.26588
0.644024,-0.258758,0.251436
0.614503,-0.256574,0.24138
0.588127,-0.239829,0.238544
0.559955,-0.221943,0.235515
0.530688,-0.203363,0.232368
0.479744,-0.180253,0.202322
