"Points:0","Points:1","Points:2"
0.941776,-0.166061,-0.292372
0.914616,-0.104599,-0.270417
0.883958,-0.110424,-0.264764
0.852806,-0.108886,-0.257108
0.830412,-0.0559325,-0.238152
0.802886,-0.0253812,-0.224089
0.781781,-0.00195695,-0.213307
