"Points:0","Points:1","Points:2"
-0.95586,0.27517,0.08602
-0.9228,0.236,0.11264
-0.89477,0.2028,0.13521
-0.86431,0.18862,0.13849
-0.86189,0.18594,0.058835
-0.83351,0.21929,0.019023
-0.8063,0.21365,-0.0054673
-0.77913,0.18844,-0.0067819
-0.749,0.1638,-0.0013316
-0.72194,0.15731,-0.0034198
-0.69187,0.15064,-0.003726
-0.66276,0.14418,-0.0040224
-0.63174,0.1373,-0.0043383
-0.59996,0.13025,-0.0046618
-0.56952,0.12349,-0.0049718
-0.53355,0.11551,-0.0053381
