"Points:0","Points:1","Points:2"
0.52539,0.77019,-0.36162
0.50598,0.73596,-0.35437
0.46287,0.7235,-0.34855
0.43972,0.71195,-0.32875
0.4836,0.63317,-0.34028
0.46434,0.60276,-0.34109
0.4497,0.57607,-0.33511
0.4382,0.54297,-0.32894
0.42348,0.51388,-0.32258
0.40418,0.48624,-0.31543
0.38411,0.46207,-0.30849
0.36479,0.43903,-0.29886
0.34511,0.41514,-0.29071
0.32305,0.39297,-0.28405
0.29616,0.36595,-0.27593
