"Points:0","Points:1","Points:2"
0.77157,-0.152,-0.61516
0.76537,-0.23418,-0.51587
0.74817,-0.21284,-0.50004
0.72024,-0.20355,-0.48657
0.70782,-0.1178,-0.48606
0.67842,-0.09786,-0.474
0.66176,-0.098223,-0.44112
0.65734,-0.128,-0.38102
0.63525,-0.13543,-0.34681
0.61215,-0.12832,-0.33218
0.5875,-0.11395,-0.3168
0.55757,-0.10907,-0.30482
0.52953,-0.10361,-0.28878
0.50406,-0.095823,-0.27442
0.47667,-0.087447,-0.25899
