"Points:0","Points:1","Points:2"
0.824496,0.55613,0.104528
0.771026,0.552425,0.117982
0.752712,0.531792,0.0606995
0.731544,0.517158,-0.0545366
0.713889,0.488992,-0.0630386
0.697312,0.454704,-0.0755737
0.679793,0.414274,-0.0913904
0.662371,0.377711,-0.104668
0.645593,0.335719,-0.143887
0.625404,0.29313,-0.157532
0.608021,0.258362,-0.165881
0.58587,0.207576,-0.181839
0.563311,0.170833,-0.184559
0.532808,0.159353,-0.175867
0.499377,0.150685,-0.162427
