"Points:0","Points:1","Points:2"
-0.29423,-0.84018,-0.45555
-0.29189,-0.76571,-0.49862
-0.30042,-0.74529,-0.46129
-0.29812,-0.72123,-0.44068
-0.29579,-0.69693,-0.41985
-0.29353,-0.677,-0.39231
-0.2689,-0.66152,-0.36538
-0.24939,-0.65903,-0.31228
-0.20962,-0.65673,-0.27358
-0.16544,-0.6438,-0.23819
-0.14079,-0.62701,-0.21217
-0.13145,-0.60163,-0.19958
-0.12673,-0.57386,-0.18893
-0.12003,-0.54477,-0.17887
-0.11213,-0.51047,-0.16702
