"Points:0","Points:1","Points:2"
-0.94482,-0.20083,-0.25882
-0.90695,-0.19142,-0.25057
-0.86244,-0.11973,-0.3151
-0.8316,-0.11222,-0.31816
-0.80398,-0.10584,-0.30324
-0.82582,-0.11787,-0.22792
-0.79885,-0.12439,-0.21383
-0.76606,-0.12844,-0.20245
-0.73497,-0.12191,-0.19345
-0.70691,-0.11602,-0.18533
-0.67664,-0.10966,-0.17656
-0.64815,-0.10367,-0.16831
-0.61743,-0.097216,-0.15942
-0.58895,-0.091231,-0.15117
-0.56054,-0.085261,-0.14294
-0.53081,-0.079014,-0.13434
