"Points:0","Points:1","Points:2"
-0.29423,-0.84018,-0.45554
-0.23688,-0.81164,-0.45198
-0.23866,-0.77985,-0.44329
-0.28722,-0.74767,-0.39949
-0.27473,-0.72115,-0.3875
-0.26893,-0.69803,-0.35984
-0.24147,-0.6761,-0.35055
-0.228,-0.66164,-0.32178
-0.21327,-0.63998,-0.30605
-0.21094,-0.6139,-0.27934
-0.22148,-0.58621,-0.25849
-0.22006,-0.54395,-0.25508
-0.22507,-0.51443,-0.25105
-0.2,-0.46309,-0.22353
