"Points:0","Points:1","Points:2"
-0.67239,-0.55768,-0.48454
-0.6759,-0.50582,-0.45502
-0.68405,-0.45558,-0.42189
-0.66576,-0.44286,-0.40335
-0.62373,-0.4437,-0.39655
-0.5995,-0.43707,-0.3792
-0.56737,-0.44701,-0.33995
-0.53959,-0.49903,-0.32048
-0.51861,-0.48301,-0.30711
-0.4943,-0.46444,-0.29162
-0.47316,-0.44829,-0.27815
-0.44839,-0.42937,-0.26236
-0.42801,-0.4138,-0.24938
-0.40626,-0.39719,-0.23552
-0.38361,-0.37989,-0.22108
-0.35952,-0.3615,-0.20574
