"Points:0","Points:1","Points:2"
-0.85617,-0.38874,0.34038
-0.77848,-0.41937,0.37245
-0.79848,-0.32194,0.34442
-0.76748,-0.32077,0.33457
-0.73395,-0.31757,0.32646
-0.7064,-0.32429,0.30472
-0.69041,-0.3106,0.26634
-0.66796,-0.29441,0.2464
-0.64283,-0.28382,0.23649
-0.61452,-0.27236,0.22656
-0.58767,-0.26231,0.21461
-0.55783,-0.24933,0.20445
-0.53179,-0.23619,0.19559
-0.50509,-0.22272,0.1865
-0.47561,-0.20784,0.17647
