"Points:0","Points:1","Points:2"
0.523746,0.771538,-0.361136
0.446195,0.790152,-0.256491
0.411777,0.722677,-0.278934
0.397764,0.619534,-0.438126
0.284103,0.488464,-0.563499
0.161899,0.388235,-0.356863
