"Points:0","Points:1","Points:2"
0.235111,0.612484,-0.75471
0.253707,0.603035,-0.700559
0.257022,0.616572,-0.639482
0.266379,0.618319,-0.590269
0.263407,0.630797,-0.531464
0.271039,0.584481,-0.527208
0.242039,0.51935,-0.555711
0.23152,0.507817,-0.534455
0.230972,0.491842,-0.500837
0.230458,0.476853,-0.469294
0.238112,0.486199,-0.408198
0.214379,0.462358,-0.396203
0.194934,0.423424,-0.396295
0.198082,0.402407,-0.37019
0.192157,0.380392,-0.35061
