"Points:0","Points:1","Points:2"
0.84014,-0.27356,0.46822
0.80007,-0.2455,0.46782
0.76925,-0.23059,0.46694
0.76801,-0.23313,0.4014
0.74412,-0.23393,0.37327
0.72069,-0.22999,0.35092
0.74079,-0.25143,0.2826
0.7136,-0.24967,0.26245
0.69211,-0.23988,0.2433
0.66654,-0.22965,0.22404
0.63811,-0.2232,0.21175
0.60832,-0.2182,0.19997
0.57984,-0.20585,0.19607
0.54962,-0.19575,0.18979
0.49508,-0.18431,0.17647
