"Points:0","Points:1","Points:2"
0.539892,0.418783,-0.730162
0.571419,0.374228,-0.673846
0.553371,0.345335,-0.662293
0.537945,0.328556,-0.641633
0.520197,0.315452,-0.616887
0.502246,0.306134,-0.590555
0.498365,0.30011,-0.554811
0.482724,0.295553,-0.527194
0.472985,0.285088,-0.489445
0.460675,0.276621,-0.462211
0.449081,0.266982,-0.431574
0.435439,0.255574,-0.409307
0.419103,0.241913,-0.382643
0.400952,0.225936,-0.359678
0.376457,0.217348,-0.341281
