"Points:0","Points:1","Points:2"
-0.807877,-0.502859,-0.307357
-0.781092,-0.470851,-0.290612
-0.763257,-0.448556,-0.268873
-0.745081,-0.427216,-0.261537
-0.721406,-0.389825,-0.265859
-0.707583,-0.352956,-0.255083
-0.688508,-0.336398,-0.229801
-0.684533,-0.293882,-0.199648
-0.665593,-0.27359,-0.186201
-0.642921,-0.240491,-0.182826
-0.619401,-0.214808,-0.177307
-0.589275,-0.19758,-0.172993
-0.564022,-0.182465,-0.171548
-0.534296,-0.162326,-0.169541
-0.499545,-0.138943,-0.162427
