"Points:0","Points:1","Points:2"
-0.729491,-0.656837,-0.190809
-0.68489,-0.638307,-0.190518
-0.655659,-0.628864,-0.183611
-0.622937,-0.616345,-0.188242
-0.624521,-0.575134,-0.172333
-0.622048,-0.523159,-0.183224
-0.632611,-0.455074,-0.196198
-0.630167,-0.396048,-0.206969
-0.610163,-0.373784,-0.203704
-0.591885,-0.336939,-0.203867
-0.564406,-0.325063,-0.194277
-0.517023,-0.328292,-0.189232
-0.495424,-0.311229,-0.187901
-0.47522,-0.291115,-0.168125
-0.450722,-0.27593,-0.154599
