"Points:0","Points:1","Points:2"
-0.468585,-0.421304,-0.778012
-0.442046,-0.376367,-0.762618
-0.435663,-0.341658,-0.747562
-0.428043,-0.300222,-0.729589
-0.411263,-0.321897,-0.68785
-0.390875,-0.349249,-0.64181
-0.389111,-0.335192,-0.632665
-0.374815,-0.313595,-0.598852
-0.351504,-0.282908,-0.551648
-0.348762,-0.263211,-0.520147
-0.333928,-0.27486,-0.474069
-0.32061,-0.262832,-0.453837
-0.273487,-0.272556,-0.43295
-0.264188,-0.250374,-0.420744
