"Points:0","Points:1","Points:2"
0.231579,0.613828,-0.75471
0.233129,0.585414,-0.723859
0.226405,0.553256,-0.711252
0.241855,0.513866,-0.691165
0.25604,0.477086,-0.673759
0.248146,0.462307,-0.646823
0.237156,0.456839,-0.618477
0.231306,0.441003,-0.587287
0.239902,0.423118,-0.558326
0.238792,0.408227,-0.530781
0.22189,0.3965,-0.502169
0.211872,0.377532,-0.480468
0.200867,0.356698,-0.456631
0.190686,0.337423,-0.434578
0.178878,0.315068,-0.409002
