"Points:0","Points:1","Points:2"
0.615105,0.0117157,-0.788124
0.594472,0.0378099,-0.748727
0.551994,0.093109,-0.73783
0.542145,0.100555,-0.707754
0.516124,0.0827819,-0.689874
0.500323,0.0739481,-0.661332
0.485875,0.0855386,-0.6443
0.486581,0.195066,-0.615972
0.476119,0.183997,-0.58418
0.445448,0.221307,-0.549173
0.41137,0.253975,-0.520234
0.389824,0.271172,-0.483805
0.369138,0.286028,-0.44894
0.348332,0.295504,-0.41348
0.337655,0.267018,-0.391345
0.325468,0.233375,-0.367861
