"Points:0","Points:1","Points:2"
0.824496,0.55613,0.104528
0.720401,0.624405,0.0762148
0.688201,0.613297,0.089872
0.674916,0.584473,0.0769658
0.646917,0.572152,0.0767704
0.692484,0.514805,-0.046484
0.674825,0.483861,-0.0563754
0.651189,0.458218,-0.0560549
0.634864,0.43283,-0.0575928
0.616643,0.396274,-0.0778125
0.592972,0.310482,-0.228846
0.571343,0.281471,-0.222148
0.55365,0.266348,-0.200845
0.535393,0.217695,-0.200412
0.510913,0.204548,-0.19715
0.483943,0.2,-0.168627
