"Points:0","Points:1","Points:2"
0.68907,-0.37033,0.62193
0.6399,-0.28168,0.65551
0.61596,-0.27523,0.63881
0.60055,-0.30296,0.59268
0.58585,-0.31482,0.55697
0.56192,-0.32396,0.52712
0.52967,-0.32241,0.51051
0.50157,-0.32542,0.48718
0.4728,-0.31427,0.47787
0.4481,-0.30292,0.45773
0.46159,-0.26387,0.42079
0.49497,-0.23071,0.38312
0.48187,-0.22009,0.37272
0.45872,-0.20034,0.34989
0.43496,-0.18834,0.33554
0.41081,-0.17614,0.32095
