"Points:0","Points:1","Points:2"
-0.9576,0.27459,0.087156
-0.91163,0.2526,0.16197
-0.87792,0.23649,0.18281
-0.85326,0.22819,0.15482
-0.82995,0.21785,0.12932
-0.79851,0.2106,0.11531
-0.76736,0.202,0.11005
-0.7367,0.19614,0.10792
-0.7075,0.18517,0.10096
-0.67809,0.17766,0.097403
-0.64732,0.16981,0.093679
-0.61661,0.16198,0.089961
-0.58744,0.15453,0.08643
-0.55907,0.14729,0.082997
-0.52396,0.13833,0.078746
