"Points:0","Points:1","Points:2"
-0.67239,-0.55768,-0.48454
-0.6759,-0.50582,-0.45502
-0.68405,-0.45558,-0.42189
-0.66576,-0.44286,-0.40335
-0.62373,-0.4437,-0.39655
-0.5995,-0.43707,-0.3792
-0.56737,-0.44701,-0.33995
-0.51445,-0.51498,-0.31588
-0.46987,-0.5349,-0.29256
-0.44495,-0.51661,-0.28038
-0.42773,-0.4968,-0.26718
-0.40864,-0.47822,-0.25532
-0.38966,-0.45461,-0.24274
-0.37005,-0.4321,-0.23295
-0.35174,-0.41099,-0.22064
-0.33215,-0.38842,-0.20747
