"Points:0","Points:1","Points:2"
0.94178,-0.16606,-0.29237
0.89784,-0.17567,-0.28841
0.86573,-0.17391,-0.28474
0.83839,-0.16099,-0.27611
0.8258,-0.063098,-0.24746
0.79592,-0.061154,-0.23842
0.76565,-0.059184,-0.22926
0.73518,-0.057201,-0.22003
0.70611,-0.055309,-0.21124
0.6749,-0.053278,-0.20179
0.6478,-0.051514,-0.19359
0.61783,-0.049563,-0.18452
0.58821,-0.047636,-0.17556
0.55854,-0.045704,-0.16657
0.52869,-0.043762,-0.15754
