"Points:0","Points:1","Points:2"
-0.46784,-0.42225,-0.77604
-0.44349,-0.38942,-0.7572
-0.41844,-0.41866,-0.71797
-0.42169,-0.39248,-0.68877
-0.40435,-0.37299,-0.66931
-0.43142,-0.32454,-0.63382
-0.41177,-0.31824,-0.60927
-0.38591,-0.32456,-0.58486
-0.37053,-0.31902,-0.55794
-0.36171,-0.31185,-0.5218
-0.35608,-0.30733,-0.48778
-0.32788,-0.29376,-0.47569
-0.26035,-0.30871,-0.46434
-0.24752,-0.29292,-0.44003
-0.2335,-0.27565,-0.41346
