"Points:0","Points:1","Points:2"
0.539892,0.418783,-0.730162
0.460765,0.409913,-0.736814
0.345495,0.393962,-0.76467
0.386805,0.380057,-0.710668
0.401058,0.369452,-0.667679
0.414907,0.361211,-0.622919
0.399826,0.356466,-0.593415
0.382832,0.351562,-0.570928
0.361863,0.345511,-0.54318
0.34109,0.339516,-0.515692
0.327824,0.330604,-0.488568
0.310691,0.323582,-0.459334
0.292507,0.316868,-0.430972
0.261899,0.316739,-0.412231
0.229882,0.314628,-0.388929
