"Points:0","Points:1","Points:2"
0.88242,-0.39288,0.25882
0.88111,-0.30927,0.22512
0.82661,-0.28308,0.31425
0.79252,-0.26948,0.32872
0.77196,-0.2714,0.28207
0.75274,-0.27073,0.23382
0.72609,-0.26435,0.2145
0.70225,-0.25325,0.20311
0.67716,-0.24494,0.18631
0.65092,-0.23445,0.17224
0.61787,-0.22053,0.16798
0.59015,-0.20809,0.15958
0.56047,-0.1987,0.15776
0.53112,-0.18805,0.14794
0.49919,-0.17647,0.13725
