"Points:0","Points:1","Points:2"
0.84014,-0.27356,0.46822
0.80007,-0.2455,0.46782
0.76925,-0.23059,0.46694
0.76801,-0.23313,0.4014
0.74412,-0.23393,0.37327
0.72069,-0.22999,0.35092
0.74677,-0.26108,0.25821
0.71984,-0.25701,0.23847
0.69718,-0.24657,0.2232
0.67185,-0.2373,0.20517
0.64451,-0.22883,0.19199
0.61309,-0.21937,0.18397
0.585,-0.20697,0.17783
0.55505,-0.19723,0.17378
0.52568,-0.18882,0.16528
0.49713,-0.18039,0.15686
