"Points:0","Points:1","Points:2"
0.712393,0.671325,-0.204496
0.690028,0.626173,-0.208239
0.673604,0.606868,-0.208632
0.649003,0.577951,-0.20922
0.630428,0.554883,-0.212973
0.611231,0.52573,-0.222603
0.590624,0.490614,-0.236302
0.572086,0.451763,-0.253001
0.554863,0.411411,-0.267388
0.529276,0.395372,-0.257231
0.505602,0.371343,-0.254552
0.480715,0.352198,-0.244013
0.455205,0.332574,-0.233212
0.433561,0.315433,-0.227072
0.411923,0.295065,-0.218887
